,fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
0,2019-06-24,"$260,070",01/01/1982,2016.0,762.0,1.0,4.0,2.0,2400 WALNUT RIDGE ST,75229.0,TX,DALLAS
1,2019-07-18,"$456,280",01/01/1982,2016.0,866.0,2.0,4.0,2.0,10400 BIG THICKET DR,75217.0,TX,DALLAS
2,2019-07-31,"$237,820",01/01/1982,2016.0,814.0,1.0,5.0,3.0,9200 DARTWOOD LN,75225.0,TX,DALLAS
3,2019-08-14,"$231,000",01/01/1980,2016.0,680.0,1.0,4.0,2.0,4800 SIMCOE ST,75228.0,TX,DALLAS
4,2019-07-31,"$1,410,820",01/01/1980,2016.0,1018.0,2.0,4.0,2.0,6926 STEFANI DR,75225.0,TX,DALLAS
5,2019-07-16,"$740,220",01/01/1980,2016.0,792.0,2.0,4.0,3.0,7800 MATTISON ST,75217.0,TX,DALLAS
6,2019-06-28,"$275,830",01/01/1980,2016.0,640.0,2.0,4.0,2.0,400 SUNNYSIDE AVE,75211.0,TX,DALLAS
7,2019-06-27,"$355,420",01/01/1980,2016.0,399.0,2.0,2.0,1.0,200 KITTIWAKE CIR,75211.0,TX,DALLAS
8,2019-07-24,"$390,780",01/01/1979,2016.0,503.0,1.0,3.0,2.0,11600 TUSCANY WAY,75218.0,TX,DALLAS
9,2019-07-11,"$1,152,800",01/01/1977,2016.0,716.0,1.0,3.0,2.0,2400 51ST ST,75216.0,TX,DALLAS
10,2019-06-07,"$678,110",01/01/1977,2016.0,920.0,2.0,5.0,3.0,2901 MAGNOLIA HILL CT,75201.0,TX,DALLAS
11,2019-07-25,"$281,880",01/01/1977,2016.0,735.0,1.0,4.0,2.0,9821 COUNTY CORK DR,75218.0,TX,DALLAS
12,2019-06-20,"$225,820",01/01/1977,0.0,448.0,1.0,3.0,2.0,SIN DIRECCION,75208.0,TX,DALLAS
13,2019-06-07,"$552,190",01/01/1977,2016.0,945.0,2.0,3.0,2.0,515 ERVAY ST,75217.0,TX,DALLAS
14,2019-07-21,"$457,280",01/01/1973,2016.0,421.0,2.0,3.0,3.0,444 OAK HOLLOW DR,75217.0,TX,DALLAS
15,2019-06-10,457650.0,01/01/1972,0.0,703.2,2.0,3.0,2.0,2900 TALISMAN DR,75229.0,TX,DALLAS
16,2019-08-07,"$1,078,030",01/01/1972,2016.0,1036.0,1.0,3.0,3.0,2900 VICTORIAN FOREST DR,75227.0,TX,DALLAS
17,2019-07-28,"$335,730",01/01/1972,2016.0,418.0,2.0,4.0,2.0,2612 THE MALL,75219.0,TX,DALLAS
18,2019-06-27,"$182,460",01/01/1969,2016.0,335.0,1.0,3.0,1.0,2540 BAHAMA DR,75211.0,TX,DALLAS
19,2019-08-13,"$544,470",01/01/1969,2016.0,384.0,1.0,3.0,2.0,9401 DIXIE LN,75228.0,TX,DALLAS
20,2019-07-30,"$907,040",01/01/1968,2016.0,972.0,1.0,5.0,4.0,1011.5 CAMERON AVE,75223.0,TX,DALLAS
21,2019-07-31,"$217,920",01/01/1968,2016.0,354.0,1.0,3.0,2.0,12201 MONTEGO PLZ,75230.0,TX,DALLAS
22,2019-07-07,"$327,510",01/01/1968,2016.0,436.0,1.0,3.0,2.0,6701 ALEXANDER DR,75214.0,TX,DALLAS
23,2019-06-19,"$543,510",01/01/1965,2016.0,701.0,1.0,3.0,3.0,1201 MEDICAL DISTRICT DR,75207.0,TX,DALLAS
24,2019-07-23,"$417,890",01/01/1951,2016.0,460.0,1.0,3.0,2.0,900 GAUSE LN,75217.0,TX,DALLAS
25,2019-08-12,"$871,620",01/01/1921,2016.0,969.0,2.0,4.0,3.0,11001 MILHOF DR,75228.0,TX,DALLAS
26,2019-07-03,"$599,860",01/01/1919,2016.0,634.0,1.0,4.0,3.0,4000 RANGER DR,75212.0,TX,DALLAS
27,2019-07-10,"$876,330",01/01/1907,2016.0,963.0,2.0,5.0,3.0,2201 LAWRENCE ST,75215.0,TX,DALLAS
28,2019-07-14,"$436,800",01/01/1904,2016.0,274.0,1.0,2.0,1.0,2001 SKYLARK DR,75216.0,TX,DALLAS
29,2019-07-08,"$442,400",01/01/1904,2016.0,430.0,1.0,2.0,1.0,2700 LAWTHERWOOD CT,75214.0,TX,DALLAS
30,2019-07-03,"$842,790",01/01/1904,2016.0,988.0,2.0,4.0,3.0,4201 BERNAL DR,75212.0,TX,DALLAS
31,2019-06-27,"$476,090",01/01/1984,2015.0,622.0,1.0,3.0,2.0,5200 PRESTON HAVEN DR,75229.0,TX,DALLAS
32,2019-06-14,"$783,880",01/01/1982,2015.0,896.0,2.0,4.0,3.0,1100 MORELAND AVE,75204.0,TX,DALLAS
33,2019-07-18,"$253,640",01/01/1982,2015.0,634.0,1.0,4.0,3.0,800 WOODROCK DR,75217.0,TX,DALLAS
34,2019-08-12,"$527,350",01/01/1982,2015.0,960.0,1.0,6.0,4.0,11000 PEPPERIDGE CIR,75228.0,TX,DALLAS
35,2019-07-14,"$607,580",01/01/1981,2015.0,875.0,2.0,3.0,3.0,4701 NOME ST,75216.0,TX,DALLAS
36,2019-07-02,"$399,770",01/01/1981,2015.0,902.0,2.0,4.0,3.0,500 BOTANY BAY DR,75211.0,TX,DALLAS
37,2019-07-21,"$310,400",01/01/1981,2015.0,369.0,1.0,3.0,2.0,6201 JEANE ST,75217.0,TX,DALLAS
38,2019-06-07,"$401,830",01/01/1981,2015.0,1180.0,2.0,4.0,3.0,2300 LEONARD ST,75201.0,TX,DALLAS
39,2019-07-31,"$222,850",01/01/1981,2015.0,552.0,2.0,3.0,2.0,3800 MORNING DEW CIR,75224.0,TX,DALLAS
40,2019-07-15,"$226,090",01/01/1981,2015.0,567.0,1.0,3.0,2.0,4101 CALDER ST,75216.0,TX,DALLAS
41,2019-07-02,"$589,610",01/01/1981,2015.0,756.0,2.0,3.0,2.0,1621 WESTERN PARK CT,75211.0,TX,DALLAS
42,2019-06-26,"$196,850",01/01/1980,2015.0,466.0,1.0,3.0,2.0,3220 AL LIPSCOMB WAY,75210.0,TX,DALLAS
43,2019-07-30,"$303,330",01/01/1980,2015.0,357.0,1.0,3.0,1.0,1601 SHELMIRE DR,75224.0,TX,DALLAS
44,2019-06-13,"$425,670",01/01/1980,2015.0,521.0,1.0,3.0,2.0,2200 APOLLONIA LN,75204.0,TX,DALLAS
45,2019-07-04,"$318,410",01/01/1980,2015.0,344.0,1.0,3.0,2.0,6501 ARBORIST LN,75214.0,TX,DALLAS
46,2019-06-30,"$677,050",01/01/1980,2015.0,939.0,1.0,3.0,3.0,1800 DRYDEN DR,75211.0,TX,DALLAS
47,2019-06-19,"$1,403,160",01/01/1980,2015.0,850.0,2.0,3.0,3.0,5101 RED HICKORY LN,75206.0,TX,DALLAS
48,2019-06-20,"$254,440",01/01/1980,2015.0,527.0,1.0,3.0,2.0,901 BASSETT PL,75208.0,TX,DALLAS
49,2019-07-10,"$373,470",01/01/1979,2015.0,381.0,1.0,3.0,2.0,2200 DYSON ST,75215.0,TX,DALLAS
50,2019-07-23,"$458,470",01/01/1979,2015.0,408.0,1.0,3.0,2.0,9401 SAINT ROSALIE DR,75217.0,TX,DALLAS
51,2019-08-14,"$472,430",01/01/1979,2015.0,783.0,2.0,4.0,2.0,7300 RENA RD,75228.0,TX,DALLAS
52,2019-07-25,"$441,570",01/01/1979,2015.0,625.0,1.0,3.0,3.0,400 BROOKHURST DR,75218.0,TX,DALLAS
53,2019-06-21,"$241,330",01/01/1979,2015.0,613.0,1.0,4.0,2.0,1200 LAUSANNE AVE,75208.0,TX,DALLAS
54,2019-08-13,"$332,840",01/01/1979,2015.0,713.0,1.0,3.0,2.0,9700 TWIN CREEK CIR,75228.0,TX,DALLAS
55,2019-07-08,"$427,530",01/01/1979,2015.0,567.0,1.0,3.0,2.0,7000 IRONGATE LN,75214.0,TX,DALLAS
56,2019-06-20,"$577,780",01/01/1978,2015.0,960.0,1.0,4.0,3.0,400 ALLISON DR,75208.0,TX,DALLAS
57,2019-06-11,"$220,090",01/01/1977,2015.0,597.0,1.0,3.0,2.0,200 PAGE AVE,75203.0,TX,DALLAS
58,2019-08-05,"$501,520",01/01/1977,2015.0,1177.0,3.0,4.0,3.0,4701 COYOTE TRL,75227.0,TX,DALLAS
59,2019-08-06,"$177,250",01/01/1977,2015.0,335.0,1.0,2.0,1.0,9902 CHILMARK WAY,75227.0,TX,DALLAS
60,2019-07-03,"$245,080",01/01/1977,2015.0,448.0,1.0,3.0,2.0,3500 JENNY DALE DR,75212.0,TX,DALLAS
61,2019-06-27,"$1,182,570",01/01/1976,2015.0,527.0,1.0,3.0,2.0,101 ALBROOK DR,75211.0,TX,DALLAS
62,2019-07-04,"$428,470",01/01/1976,2015.0,716.0,1.0,5.0,3.0,6901 BUCKNELL DR,75214.0,TX,DALLAS
63,2019-07-21,"$177,850",01/01/1976,2015.0,427.0,1.0,3.0,2.0,100 CREEK COVE DR,75217.0,TX,DALLAS
64,2019-06-10,"$628,330",01/01/1976,2015.0,640.0,1.0,4.0,2.0,2101 MINEHAMPTON LN,75201.0,TX,DALLAS
65,2019-07-02,"$377,230",01/01/1975,2015.0,500.0,1.0,3.0,2.0,6101 RIDAN LN,75211.0,TX,DALLAS
66,2019-06-21,"$400,510",01/01/1974,2015.0,875.0,2.0,3.0,3.0,900 STEVENS WOODS CT,75208.0,TX,DALLAS
67,2019-06-28,"$469,840",01/01/1973,2015.0,561.0,1.0,3.0,2.0,400 COOMBS CREEK DR,75211.0,TX,DALLAS
68,2019-06-18,"$550,120",01/01/1973,2015.0,1113.0,2.0,7.0,4.0,5701 SKILLMAN ST,75206.0,TX,DALLAS
69,2019-06-13,"$296,200",01/01/1973,2015.0,738.0,1.0,2.0,2.0,4828 ALCOTT ST,75204.0,TX,DALLAS
70,2019-07-10,"$533,450",01/01/1972,2015.0,1308.0,2.0,4.0,3.0,5700 JARVIS CIR,75215.0,TX,DALLAS
71,2019-06-28,"$237,600",01/01/1972,2015.0,585.0,1.0,4.0,3.0,5408 PREAKNESS LN,75211.0,TX,DALLAS
72,2019-08-08,"$607,200",01/01/1971,2015.0,890.0,1.0,4.0,3.0,3500 ALTURA AVE,75228.0,TX,DALLAS
73,2019-07-02,"$328,220",01/01/1970,2015.0,585.0,2.0,3.0,1.0,1001 GALLANT FOX DR,75211.0,TX,DALLAS
74,2019-06-11,"$1,137,920",01/01/1970,2015.0,1073.0,1.0,4.0,3.0,220 CORINTH STREET RD,75203.0,TX,DALLAS
75,2019-06-26,"$971,420",01/01/1965,2015.0,896.0,1.0,4.0,3.0,4900 SUSAN ST,75211.0,TX,DALLAS
76,2019-07-31,"$775,780",01/01/1955,2015.0,878.0,1.0,4.0,3.0,2301 TOLUCA AVE,75224.0,TX,DALLAS
77,2019-06-17,"$772,630",01/01/1952,2015.0,591.0,1.0,3.0,2.0,5901 AUBURNDALE AVE,75205.0,TX,DALLAS
78,2019-06-11,"$615,810",01/01/1951,2015.0,652.0,1.0,4.0,2.0,200 JERDEN LN,75203.0,TX,DALLAS
79,2019-07-09,"$867,180",01/01/1945,2015.0,686.0,2.0,3.0,2.0,1000 BELLEVIEW ST,75215.0,TX,DALLAS
80,2019-07-25,"$334,950",01/01/1943,2015.0,527.0,1.0,3.0,2.0,9400 TARLETON ST,75218.0,TX,DALLAS
81,2019-06-25,"$520,980",01/01/1942,2015.0,869.0,2.0,4.0,4.0,5415 CARUTH BLVD,75209.0,TX,DALLAS
82,2019-07-23,"$827,760",01/01/1939,2015.0,1195.0,2.0,4.0,4.0,8601 GALEN LN,75217.0,TX,DALLAS
83,2019-07-04,"$701,490",01/01/1930,2015.0,741.0,2.0,4.0,3.0,4051 LA REUNION PKWY,75212.0,TX,DALLAS
84,2019-08-13,"$1,052,360",01/01/1925,2015.0,735.0,2.0,4.0,3.0,8901 LINDARO LN,75228.0,TX,DALLAS
85,2019-07-02,"$690,610",01/01/1914,2015.0,948.0,2.0,4.0,3.0,1900 VIERA PLZ,75211.0,TX,DALLAS
86,2019-06-28,"$480,770",01/01/1913,2015.0,445.0,2.0,3.0,1.0,400 STARETTA LN,75211.0,TX,DALLAS
87,2019-07-18,"$539,320",01/01/1909,2015.0,463.0,1.0,3.0,1.0,600 CEDARCLIFF DR,75217.0,TX,DALLAS
88,2019-07-29,"$363,720",01/01/1909,2015.0,445.0,2.0,2.0,2.0,5100 PALOMAR LN,75229.0,TX,DALLAS
89,2019-08-05,"$410,030",01/01/1908,2015.0,924.0,2.0,5.0,3.0,4700 WILBURTON DR,75227.0,TX,DALLAS
90,2019-08-08,"$1,758,320",01/01/1907,2015.0,738.0,2.0,3.0,2.0,11801 LA FONDA BLVD,75228.0,TX,DALLAS
91,2019-07-18,"$287,800",01/01/1906,2015.0,607.0,1.0,3.0,2.0,901 PLEASANT WOODS DR,75217.0,TX,DALLAS
92,2019-08-01,"$526,670",01/01/1906,2015.0,600.0,2.0,5.0,2.0,100 CROWDUS ST,75226.0,TX,DALLAS
93,2019-06-12,"$707,120",01/01/1905,2015.0,856.0,2.0,4.0,3.0,1601 KENT ST,75203.0,TX,DALLAS
94,2019-06-18,"$799,950",01/01/1904,2015.0,957.0,3.0,6.0,3.0,1811 GREENVILLE AVE,75206.0,TX,DALLAS
95,2019-08-01,"$503,340",01/01/1904,2015.0,500.0,2.0,4.0,1.0,3901 LOVERS LANE CIR,75225.0,TX,DALLAS
96,2019-08-12,"$777,010",01/01/1984,2014.0,1311.0,2.0,4.0,3.0,10101 PLUMMER DR,75228.0,TX,DALLAS
97,2019-08-05,"$481,140",01/01/1984,2014.0,768.0,2.0,4.0,3.0,8016 CHARIOT DR,75227.0,TX,DALLAS
98,2019-06-27,"$607,280",01/01/1984,2014.0,869.0,1.0,4.0,3.0,600 REVERCHON DR,75211.0,TX,DALLAS
99,2019-07-18,"$477,360",01/01/1983,2014.0,506.0,1.0,3.0,2.0,9500 MACOMBA CT,75217.0,TX,DALLAS
100,2019-08-06,"$207,340",01/01/1983,2014.0,381.0,1.0,3.0,2.0,3501 PAMPAS CREEK DR,75227.0,TX,DALLAS
101,2019-08-12,"$170,970",01/01/1982,2014.0,341.0,1.0,2.0,1.0,10101 PINECREST DR,75228.0,TX,DALLAS
102,2019-08-01,"$344,940",01/01/1982,2014.0,582.0,1.0,3.0,2.0,215 WALTON ST,75226.0,TX,DALLAS
103,2019-08-05,"$530,560",01/01/1981,2014.0,655.0,2.0,4.0,2.0,5700 MARVIEW LN,75227.0,TX,DALLAS
104,2019-06-24,"$305,500",01/01/1981,2014.0,527.0,1.0,3.0,2.0,5300 ROCK CLIFF PL,75209.0,TX,DALLAS
105,2019-07-08,"$420,990",01/01/1981,2014.0,573.0,1.0,3.0,2.0,6601 COUNTRY CLUB CIR,75214.0,TX,DALLAS
106,2019-07-28,"$431,280",01/01/1981,2014.0,448.0,1.0,3.0,2.0,3400 BOGATA BLVD,75220.0,TX,DALLAS
107,2019-08-12,"$385,110",01/01/1981,2014.0,381.0,1.0,2.0,1.0,10801 CASSANDRA WAY,75228.0,TX,DALLAS
108,2019-07-15,"$308,560",01/01/1980,2014.0,338.0,2.0,2.0,2.0,4601 WADSWORTH DR,75216.0,TX,DALLAS
109,2019-07-08,"$962,670",01/01/1980,2014.0,1439.0,2.0,4.0,3.0,700 GLENDALE ST,75214.0,TX,DALLAS
110,2019-06-12,"$352,920",01/01/1980,2014.0,347.0,1.0,3.0,1.0,1801 SUSSEX AVE,75203.0,TX,DALLAS
111,2019-06-18,"$90,130",01/01/1975,2014.0,268.0,1.0,2.0,1.0,3700 GLENCOE ST,75206.0,TX,DALLAS
112,2019-07-30,"$588,130",01/01/1975,2014.0,899.0,1.0,4.0,3.0,501 HOEL DR,75224.0,TX,DALLAS
113,2019-07-02,"$295,990",01/01/1974,2014.0,1052.0,1.0,4.0,3.0,4700 MIRADERO ST,75211.0,TX,DALLAS
114,2019-06-26,"$257,550",01/01/1973,2014.0,341.0,1.0,3.0,2.0,5401 GOODMAN ST,75211.0,TX,DALLAS
115,2019-07-25,"$363,280",01/01/1973,2014.0,762.0,1.0,5.0,2.0,8600 DAYTONIA AVE,75218.0,TX,DALLAS
116,2019-06-24,"$604,420",01/01/1971,2014.0,1036.0,2.0,5.0,2.0,4601 SHADYWOOD LN,75209.0,TX,DALLAS
117,2019-06-20,"$300,170",01/01/1971,2014.0,530.0,1.0,3.0,2.0,5100 SPRINGMEADOW DR,75229.0,TX,DALLAS
118,2019-08-13,"$412,190",01/01/1964,2014.0,686.0,1.0,4.0,2.0,8601 WESTGLEN DR,75228.0,TX,DALLAS
119,2019-07-24,"$202,770",01/01/1963,2014.0,372.0,1.0,3.0,2.0,10400 KOKO HEAD CIR,75218.0,TX,DALLAS
120,2019-07-06,"$246,430",01/01/1961,2014.0,619.0,1.0,3.0,2.0,7501 KIMBERLY LN,75214.0,TX,DALLAS
121,2019-08-06,"$600,100",01/01/1961,2014.0,939.0,1.0,5.0,2.0,9000 TAMPAS LN,75227.0,TX,DALLAS
122,2019-08-14,"$287,200",01/01/1960,2014.0,628.0,1.0,4.0,2.0,3201 LIGHT POINT DR,75228.0,TX,DALLAS
123,2019-07-01,"$276,560",01/01/1960,2014.0,387.0,1.0,3.0,1.0,4400 LAS HACIENDAS DR,75211.0,TX,DALLAS
124,2019-07-29,"$365,420",01/01/1960,2014.0,503.0,1.0,4.0,2.0,3901 BOWIE LN,75220.0,TX,DALLAS
125,2019-07-03,"$601,200",01/01/1960,2014.0,826.0,1.0,4.0,2.0,2501 TAN OAK DR,75212.0,TX,DALLAS
126,2019-08-13,"$302,510",01/01/1959,2014.0,384.0,1.0,3.0,1.0,9600 TALINA DR,75228.0,TX,DALLAS
127,2019-08-05,"$264,590",01/01/1959,2014.0,454.0,1.0,4.0,2.0,7100 TERESITA TRL,75227.0,TX,DALLAS
128,2019-08-08,"$242,030",01/01/1959,2014.0,524.0,1.0,3.0,2.0,7501 DAINGERFIELD DR,75227.0,TX,DALLAS
129,2019-06-12,"$211,430",01/01/1959,2014.0,491.0,1.0,3.0,2.0,3535 TRAVIS ST,75204.0,TX,DALLAS
130,2019-08-12,"$301,910",01/01/1958,2014.0,695.0,1.0,4.0,3.0,10901 STRAYHORN DR,75228.0,TX,DALLAS
131,2019-08-05,"$561,440",01/01/1957,2014.0,668.0,2.0,3.0,2.0,5200 FREESTONE CIR,75227.0,TX,DALLAS
132,2019-07-11,"$806,840",01/01/1957,2014.0,1436.0,1.0,5.0,3.0,2400 OZONA ST,75216.0,TX,DALLAS
133,2019-07-30,"$452,870",01/01/1955,2014.0,744.0,1.0,4.0,3.0,3501 OSAGE CIR,75223.0,TX,DALLAS
134,2019-07-29,"$505,080",01/01/1954,2014.0,421.0,1.0,3.0,2.0,3501 POQUITA DR,75220.0,TX,DALLAS
135,2019-08-01,"$236,950",01/01/1953,2014.0,448.0,1.0,4.0,1.0,1201 BIG TOWN BLVD,75227.0,TX,DALLAS
136,2019-08-05,"$573,500",01/01/1952,2014.0,646.0,1.0,3.0,2.0,5700 WINDING WOODS TRL,75227.0,TX,DALLAS
137,2019-06-11,"$314,750",01/01/1952,2014.0,469.0,1.0,4.0,2.0,2001 8TH ST,75203.0,TX,DALLAS
138,2019-07-21,"$354,070",01/01/1950,2014.0,515.0,1.0,4.0,2.0,3500 FLAXLEY DR,75229.0,TX,DALLAS
139,2019-07-02,"$802,830",01/01/1950,2014.0,860.0,1.0,4.0,3.0,5956 MOUNTAIN VALLEY LN,75211.0,TX,DALLAS
140,2019-07-24,"$327,300",01/01/1949,2014.0,655.0,2.0,4.0,1.0,4100 WALNUT GLEN PL,75229.0,TX,DALLAS
141,2019-07-21,"$164,950",01/01/1949,2014.0,256.0,2.0,2.0,1.0,10300 CRITTENDON DR,75229.0,TX,DALLAS
142,2019-07-07,"$456,470",01/01/1948,2014.0,396.0,1.0,2.0,1.0,6400 SUNNYLAND LN,75214.0,TX,DALLAS
143,2019-07-07,"$432,560",01/01/1947,2014.0,332.0,1.0,2.0,1.0,6600 YOSEMITE LN,75214.0,TX,DALLAS
144,2019-07-25,"$451,340",01/01/1947,2014.0,472.0,1.0,3.0,2.0,10500 MAPLEGROVE LN,75218.0,TX,DALLAS
145,2019-06-25,"$379,270",01/01/1946,2014.0,372.0,1.0,2.0,1.0,2101 LAGOW ST,75210.0,TX,DALLAS
146,2019-07-23,"$255,920",01/01/1945,2014.0,692.0,2.0,4.0,2.0,10850 MULBERRY ST,75217.0,TX,DALLAS
147,2019-08-06,"$478,240",01/01/1945,2014.0,914.0,1.0,4.0,3.0,3501 GLOVER PASS,75227.0,TX,DALLAS
148,2019-07-28,"$450,710",01/01/1933,2014.0,582.0,1.0,4.0,3.0,2200 VAGAS ST,75219.0,TX,DALLAS
149,2019-06-20,"$466,200",01/01/1922,2014.0,479.0,1.0,3.0,2.0,301 EVERGREEN HILLS RD,75208.0,TX,DALLAS
150,2019-06-14,"$276,810",01/01/1920,2014.0,475.0,1.0,3.0,2.0,1300 PALM CANYON DR,75204.0,TX,DALLAS
151,2019-07-02,"$535,690",01/01/1919,2014.0,762.0,2.0,4.0,3.0,4700 LA RUE ST,75211.0,TX,DALLAS
152,2019-06-11,"$488,470",01/01/1905,2014.0,485.0,2.0,3.0,2.0,1601 AVENUE B,75203.0,TX,DALLAS
153,2019-06-24,"$287,130",01/01/1982,2013.0,296.0,2.0,1.0,2.0,3700 SHORECREST DR,75209.0,TX,DALLAS
154,2019-08-12,"$406,800",01/01/1980,2013.0,783.0,1.0,4.0,2.0,10801 DUNAWAY DR,75228.0,TX,DALLAS
155,2019-06-20,"$193,490",01/01/1970,2013.0,387.0,1.0,3.0,1.0,601 HARVEY,75208.0,TX,DALLAS
156,2019-06-20,"$205,150",01/01/1970,2013.0,585.0,1.0,4.0,2.0,1700 WINNETKA AVE,75208.0,TX,DALLAS
157,2019-08-08,"$290,140",01/01/1970,2013.0,509.0,1.0,3.0,1.0,2100 BERGSTROM DR,75227.0,TX,DALLAS
158,2019-06-28,"$135,650",01/01/1968,2013.0,390.0,1.0,3.0,1.0,3300 BURLINGDELL AVE,75211.0,TX,DALLAS
159,2019-06-13,"$535,210",01/01/1967,2013.0,539.0,1.0,3.0,1.0,2800 GUILLOT ST,75204.0,TX,DALLAS
160,2019-06-25,"$222,410",01/01/1967,2013.0,564.0,1.0,3.0,2.0,5301 AUTUMNBROOK CT,75209.0,TX,DALLAS
161,2019-06-27,"$246,700",01/01/1967,2013.0,555.0,1.0,4.0,2.0,101 CAVENDER ST,75211.0,TX,DALLAS
162,2019-08-05,"$494,360",01/01/1967,2013.0,683.0,1.0,4.0,2.0,4700 CHILTON DR,75227.0,TX,DALLAS
163,2019-07-07,"$440,240",01/01/1966,2013.0,774.0,1.0,4.0,3.0,6800 CHARADE DR,75214.0,TX,DALLAS
164,2019-06-13,"$540,970",01/01/1966,2013.0,622.0,1.0,4.0,2.0,3500 ALONZO PL,75204.0,TX,DALLAS
165,2019-06-28,"$982,240",01/01/1965,2013.0,1195.0,1.0,4.0,3.0,5001 SPRUCE ST,75211.0,TX,DALLAS
166,2019-06-19,"$216,260",01/01/1965,2013.0,402.0,1.0,2.0,1.0,101 LESLIE ST,75207.0,TX,DALLAS
167,2019-08-07,"$256,550",01/01/1963,2013.0,814.0,1.0,4.0,2.0,2800 CLIFFSIDE DR,75227.0,TX,DALLAS
168,2019-08-01,"$237,770",01/01/1963,2013.0,658.0,1.0,3.0,2.0,2000 BOURBON ST,75226.0,TX,DALLAS
169,2019-07-08,"$193,180",01/01/1963,2013.0,408.0,1.0,3.0,2.0,2200 CECILLE ST,75214.0,TX,DALLAS
170,2019-06-24,"$309,940",01/01/1962,2013.0,454.0,1.0,3.0,1.0,8200 MARICOPA ST,75209.0,TX,DALLAS
171,2019-07-25,"$972,620",01/01/1962,2013.0,789.0,2.0,3.0,3.0,900 BRIDGET LN,75218.0,TX,DALLAS
172,2019-07-14,"$266,060",01/01/1960,2013.0,326.0,1.0,2.0,1.0,4501 YANCY ST,75216.0,TX,DALLAS
173,2019-07-28,"$406,170",01/01/1959,2013.0,610.0,1.0,3.0,1.0,9800 MEADOWBROOK DR,75220.0,TX,DALLAS
174,2019-07-31,"$576,170",01/01/1958,2013.0,1149.0,1.0,5.0,3.0,3533 CRIPPLE CREEK DR,75224.0,TX,DALLAS
175,2019-07-21,"$419,550",01/01/1958,2013.0,789.0,1.0,4.0,3.0,600 WOODMONT DR,75217.0,TX,DALLAS
176,2019-07-21,"$295,410",01/01/1958,2013.0,576.0,1.0,3.0,2.0,7700 RILLA AVE,75217.0,TX,DALLAS
177,2019-06-20,"$343,430",01/01/1958,2013.0,756.0,1.0,4.0,2.0,1622 HANDLEY DR,75208.0,TX,DALLAS
178,2019-08-05,"$302,940",01/01/1950,2013.0,326.0,1.0,2.0,1.0,4101 CINNABAR DR,75227.0,TX,DALLAS
179,2019-06-28,"$300,770",01/01/1949,2013.0,445.0,1.0,2.0,1.0,3101 OUIDA AVE,75211.0,TX,DALLAS
180,2019-06-18,"$226,150",01/01/1948,2013.0,369.0,1.0,3.0,1.0,4501 PRENTICE ST,75206.0,TX,DALLAS
181,2019-08-07,"$896,250",01/01/1948,2013.0,671.0,1.0,4.0,2.0,10200 CAROLINA OAKS DR,75227.0,TX,DALLAS
182,2019-07-31,"$440,110",01/01/1948,2013.0,594.0,2.0,4.0,2.0,2801 O BANNON DR,75224.0,TX,DALLAS
183,2019-08-07,"$301,830",01/01/1948,2013.0,332.0,1.0,2.0,1.0,9600 BLUFFCREEK DR,75227.0,TX,DALLAS
184,2019-07-15,"$307,180",01/01/1948,2013.0,411.0,2.0,4.0,1.0,4600 YEWPON AVE,75216.0,TX,DALLAS
185,2019-07-04,"$751,720",01/01/1947,2013.0,555.0,1.0,3.0,2.0,3900 BASTILLE RD,75212.0,TX,DALLAS
186,2019-06-14,"$252,670",01/01/1946,2013.0,381.0,1.0,3.0,1.0,5800 GRASSMERE LN,75205.0,TX,DALLAS
187,2019-06-25,"$331,930",01/01/1945,2013.0,549.0,1.0,4.0,3.0,2800 LE CLERC AVE,75210.0,TX,DALLAS
188,2019-06-20,"$843,450",01/01/1945,2013.0,945.0,1.0,4.0,2.0,600 FINLEY CT,75208.0,TX,DALLAS
189,2019-06-26,"$252,790",01/01/1945,2013.0,405.0,1.0,2.0,1.0,3500 CAUTHORN DR,75210.0,TX,DALLAS
190,2019-06-28,"$607,010",01/01/1945,2013.0,497.0,1.0,3.0,1.0,3100 DAWES DR,75211.0,TX,DALLAS
191,2019-06-19,"$405,260",01/01/1945,2013.0,277.0,1.0,2.0,1.0,5500 LINDELL AVE,75206.0,TX,DALLAS
192,2019-07-22,"$320,580",01/01/1930,2013.0,280.0,2.0,3.0,1.0,100 SEAGOVILLE RD,75217.0,TX,DALLAS
193,2019-08-06,"$310,260",01/01/1930,2013.0,369.0,2.0,3.0,1.0,3900 MCNEIL ST,75227.0,TX,DALLAS
194,2019-07-24,"$850,890",01/01/1930,2013.0,524.0,2.0,2.0,2.0,10701 CLEARBROOK LN,75218.0,TX,DALLAS
195,2019-06-10,"$660,570",01/01/1927,2013.0,500.0,1.0,4.0,1.0,201 TILDEN ST,75203.0,TX,DALLAS
196,2019-07-30,"$576,330",01/01/1927,2013.0,579.0,2.0,3.0,2.0,2700 SAMUELL BLVD,75223.0,TX,DALLAS
197,2019-07-23,"$466,080",01/01/1927,2013.0,491.0,1.0,3.0,2.0,8500 OAK HAVEN LN,75217.0,TX,DALLAS
198,2019-06-11,"$476,050",01/01/1927,2013.0,1088.0,2.0,6.0,3.0,200 STELLARIGA PL,75203.0,TX,DALLAS
