,FECHA_DOC,CANT,COSTO_UNITARIO
1016,2022-09-09,2,0.0
1017,2022-09-09,1,0.0
1018,2022-09-12,1,253.0
1019,2022-09-12,10,77.13
1020,2022-09-12,3,0.0
1021,2022-09-12,4,107.5
1022,2022-09-12,4,158.36
1023,2022-09-12,2,265.64
1024,2022-09-12,2,125.68
1025,2022-09-13,1,57.6
1026,2022-09-13,10,0.0
1027,2022-09-13,1,253.0
1028,2022-09-14,1,0.0
1029,2022-09-14,10,286.59
1030,2022-09-14,3,168.4
1031,2022-09-14,14,78.65
1032,2022-09-14,6,265.64
1033,2022-09-14,1,91.4
1034,2022-09-14,1,0.0
1035,2022-09-14,1,0.0
1036,2022-09-14,1,0.0
1037,2022-09-15,1,406.12
1038,2022-09-15,2,0.0
1039,2022-09-19,2,0.0
1040,2022-09-19,2,0.0
1041,2022-09-19,1,226.23
1042,2022-09-19,1,226.23
1043,2022-09-19,2,955.68
1044,2022-09-19,1,97.49
1045,2022-09-19,1,0.0
1046,2022-09-20,1,0.0
1047,2022-09-20,1,78.65
1048,2022-09-20,1,0.0
1049,2022-09-20,1,0.0
1050,2022-09-20,1,0.0
1051,2022-09-20,1,0.0
1052,2022-09-21,3,0.0
1053,2022-09-22,2,0.0
1054,2022-09-22,3,130.97
1055,2022-09-22,6,0.0
1056,2022-09-22,6,0.0
1057,2022-09-22,1,0.0
1058,2022-09-22,3,0.0
1059,2022-09-22,4,0.0
1060,2022-09-22,2,438.39
1061,2022-09-22,1,523.53
1062,2022-09-22,1,164.55
1063,2022-09-22,1,33387.05
1064,2022-09-22,1,78.65
1065,2022-09-22,1,253.0
1066,2022-09-23,1,220.0
1067,2022-09-23,1,345.97
1068,2022-09-23,1,0.0
1069,2022-09-23,4,0.0
1070,2022-09-23,4,0.0
1071,2022-09-23,1,685.68
1072,2022-09-23,1,685.68
1073,2022-09-23,1,685.68
1074,2022-09-23,1,685.68
1075,2022-09-23,2,144.4
1076,2022-09-23,18,816.73
1077,2022-09-23,18,930.34
1078,2022-09-23,4,48.2
1079,2022-09-26,8,0.0
1080,2022-09-26,2,1116.84
1081,2022-09-26,2,0.0
1082,2022-09-26,2,155.35
1083,2022-09-26,2,253.99
1084,2022-09-26,1,0.0
1085,2022-09-26,10,0.0
1086,2022-09-26,5,0.0
1087,2022-09-26,3,0.0
1088,2022-09-26,3,0.0
1089,2022-09-26,3,0.0
1090,2022-09-26,10,667.91
1091,2022-09-27,4,0.0
1092,2022-09-27,4,57.6
1093,2022-09-28,30,288.77
1094,2022-09-29,4,0.0
1095,2022-09-29,2,0.0
1096,2022-09-29,10,6.0
1097,2022-09-29,7,50.94
1098,2022-09-29,30,0.0
1099,2022-09-29,3,62.95
1100,2022-09-30,2,0.0
1101,2022-09-30,2,0.0
1102,2022-09-30,10,332.9
1103,2022-09-30,1,0.0
1104,2022-09-30,4,0.0
1105,2022-09-30,2,0.0
1106,2022-09-30,2,0.0
1107,2022-09-30,8,800.35
1108,2022-09-30,1,0.0
1109,2022-09-30,1,0.0
1110,2022-09-30,2,0.0
1111,2022-09-30,4,0.0
1112,2022-10-04,1,222.0
1113,2022-10-04,1,90.91
1114,2022-10-04,1,113.59
1115,2022-10-04,4,144.4
1116,2022-10-04,1,0.0
1117,2022-10-04,5,236.6
1118,2022-10-04,10,0.0
1119,2022-10-04,1,0.0
1120,2022-10-04,1,0.0
1121,2022-10-04,2,0.0
1122,2022-10-05,1,220.0
1123,2022-10-05,3,0.0
1124,2022-10-06,2,62.95
1125,2022-10-06,1,0.0
1126,2022-10-06,4,338.22
1127,2022-10-07,1,0.0
1128,2022-10-07,4,220.0
1129,2022-10-07,3,0.0
1130,2022-10-07,2,0.0
1131,2022-10-07,2,0.0
1132,2022-10-07,1,0.0
1133,2022-10-10,3,600.03
1134,2022-10-10,10,0.0
1135,2022-10-10,6,0.0
1136,2022-10-11,1,2392.5
1137,2022-10-11,1,421.11
1138,2022-10-12,1,89.76
1139,2022-10-12,1,72.34
1140,2022-10-12,10,0.0
1141,2022-10-12,5,0.0
1142,2022-10-12,4,0.0
1143,2022-10-12,20,0.0
1144,2022-10-12,3,640.51
1145,2022-10-12,1,0.0
1146,2022-10-13,6,0.0
1147,2022-10-13,1,0.0
1148,2022-10-14,1,316.45
1149,2022-10-14,6,0.0
1150,2022-10-14,10,0.0
1151,2022-10-14,10,124.77
1152,2022-10-14,10,0.0
1153,2022-10-14,7,0.0
1154,2022-10-14,10,0.0
1155,2022-10-14,10,0.0
1156,2022-10-17,3,586.32
1157,2022-10-17,1,0.0
1158,2022-10-17,1,0.0
1159,2022-10-17,1,0.0
1160,2022-10-17,1,0.0
1161,2022-10-18,10,131.45
1162,2022-10-18,10,137.63
1163,2022-10-18,1,203.69
1164,2022-10-18,1,126.29
1165,2022-10-18,3,127.62
1166,2022-10-18,6,1119.39
1167,2022-10-18,1,331.33
1168,2022-10-18,1,379.55
1169,2022-10-19,6,82.34
1170,2022-10-19,6,245.96
1171,2022-10-19,1,67.84
1172,2022-10-19,2,2496.65
1173,2022-10-19,11,982.4
1174,2022-10-19,5,130.12
1175,2022-10-19,6,78.68
1176,2022-10-20,1,414.84
1177,2022-10-20,2,414.84
1178,2022-10-20,1,117.24
1179,2022-10-20,1,173.0
1180,2022-10-20,1,222.0
1181,2022-10-20,1,57.6
1182,2022-10-20,2,218.33
1183,2022-10-20,1,57.07
1184,2022-10-21,8,0.0
1185,2022-10-21,5,0.0
1186,2022-10-21,2,1931.62
1187,2022-10-21,3,90.42
1188,2022-10-21,12,251.37
1189,2022-10-21,6,213.77
1190,2022-10-21,10,291.33
1191,2022-10-24,1,89.76
1192,2022-10-24,1,72.34
1193,2022-10-24,1,150.44
1194,2022-10-24,1,53.71
1195,2022-10-24,1,108.81
1196,2022-10-24,3,472.22
1197,2022-10-24,1,170.55
1198,2022-10-24,2,0.0
1199,2022-10-24,1,0.0
1200,2022-10-24,1,166.83
1201,2022-10-25,1,93.2
1202,2022-10-25,1,93.2
1203,2022-10-25,8,663.12
1204,2022-10-25,4,0.0
1205,2022-10-25,4,0.0
1206,2022-10-25,2,0.0
1207,2022-10-25,4,300.0
1208,2022-10-26,2,48.2
1209,2022-10-26,2,0.0
1210,2022-10-26,2,53.33
1211,2022-10-26,2,126.71
1212,2022-10-26,6,235.35
1213,2022-10-26,1,277.2
1214,2022-10-26,1,145.23
1215,2022-10-26,1,1047.18
1216,2022-10-27,2,265.64
1217,2022-10-27,4,205.2
1218,2022-10-27,4,125.68
1219,2022-10-27,2,99.22
1220,2022-10-27,20,0.0
1221,2022-10-27,1,78.68
1222,2022-10-27,1,1931.62
1223,2022-10-28,1,78.38
1224,2022-10-28,1,332.12
1225,2022-10-28,1,332.12
1226,2022-10-28,4,1721.28
1227,2022-10-28,1,63.09
1228,2022-10-28,2,62.95
1229,2022-10-31,2,69.55
1230,2022-10-31,1,62.95
1231,2022-10-31,2,265.64
1232,2022-10-31,1,81.99
1233,2022-10-31,6,0.0
1234,2022-10-31,4,63.37
1235,2022-10-31,1,521.55
1236,2022-10-31,15,76.08
1237,2022-10-31,3,211.36
1238,2022-10-31,1,0.0
1239,2022-11-01,1,62.95
1240,2022-11-01,1,48.2
1241,2022-11-01,6,127.11
1242,2022-11-03,2,0.0
1243,2022-11-03,1,0.0
1244,2022-11-04,4,62.95
1245,2022-11-04,10,131.45
1246,2022-11-04,7,137.63
1247,2022-11-04,25,0.0
1248,2022-11-04,1,126.29
1249,2022-11-04,4,98.82
1250,2022-11-04,4,112.34
1251,2022-11-04,6,99.83
1252,2022-11-04,2,0.0
1253,2022-11-04,1,0.2
1254,2022-11-07,2,51.36
1255,2022-11-07,2,68.2
1256,2022-11-07,2,1164.2
1257,2022-11-07,4,0.0
1258,2022-11-08,1,18.45
1259,2022-11-08,2,339.91
1260,2022-11-08,3,0.0
1261,2022-11-08,11,676.87
1262,2022-11-08,1,278.0
1263,2022-11-08,1,96.83
1264,2022-11-09,1,89.76
1265,2022-11-09,1,72.34
1266,2022-11-10,1,420.67
1267,2022-11-10,4,401.65
1268,2022-11-10,2,385.09
1269,2022-11-10,20,316.19
1270,2022-11-10,1,0.0
1271,2022-11-10,1,518.43
1272,2022-11-10,12,469.53
1273,2022-11-11,3,208.88
1274,2022-11-11,5,0.0
1275,2022-11-11,3,67.56
1276,2022-11-11,2,57.6
1277,2022-11-11,2,0.0
1278,2022-11-14,1,0.0
1279,2022-11-14,6,129.7
1280,2022-11-15,2,257.11
1281,2022-11-15,5,325.78
1282,2022-11-15,5,332.9
1283,2022-11-15,1,197.83
1284,2022-11-15,1,178.15
1285,2022-11-15,1,171.15
1286,2022-11-15,1,48.2
1287,2022-11-15,1,48.1
1288,2022-11-15,1,0.0
1289,2022-11-15,2,78.24
1290,2022-11-16,2,42.65
1291,2022-11-16,6,394.88
1292,2022-11-16,6,0.0
1293,2022-11-16,3,129.28
1294,2022-11-16,1,153.85
1295,2022-11-16,10,0.0
1296,2022-11-16,1,0.0
1297,2022-11-17,1,1541.46
1298,2022-11-17,1,519.45
1299,2022-11-17,2,331.49
1300,2022-11-17,1,153.85
1301,2022-11-17,1,264.62
1302,2022-11-18,3,199.05
1303,2022-11-18,3,0.0
1304,2022-11-18,2,97.49
1305,2022-11-18,2,48.2
1306,2022-11-18,2,63.31
1307,2022-11-18,1,65.16
1308,2022-11-18,5,0.0
1309,2022-11-18,5,0.0
1310,2022-11-22,10,144.4
1311,2022-11-22,2,57.6
1312,2022-11-22,8,336.58
1313,2022-11-23,1,1318.1
1314,2022-11-23,2,331.49
1315,2022-11-23,2,186.16
1316,2022-11-23,2,205.2
1317,2022-11-23,4,125.68
1318,2022-11-23,4,0.0
1319,2022-11-24,1,48.2
1320,2022-11-24,5,485.13
1321,2022-11-24,1,157.64
1322,2022-11-24,1,63.9
1323,2022-11-24,1,1292.27
1324,2022-11-24,2,30.45
1325,2022-11-24,8,996.4
1326,2022-11-24,4,0.0
1327,2022-11-25,20,0.0
1328,2022-11-25,6,936.33
1329,2022-11-25,6,0.0
1330,2022-11-25,10,0.0
1331,2022-11-25,2,0.0
1332,2022-11-25,20,301.31
1333,2022-11-25,1,919.68
1334,2022-11-25,1,286.34
1335,2022-11-28,1,227.18
1336,2022-11-28,1,137.33
1337,2022-11-28,1,139.65
1338,2022-11-29,6,280.14
1339,2022-11-30,6,89.98
1340,2022-11-30,1,448.24
1341,2022-11-30,2,0.0
1342,2022-11-30,9,0.0
1343,2022-11-30,1,328.36
1344,2022-11-30,1,78.25
1345,2022-11-30,8,0.0
1346,2022-11-30,4,158.36
1347,2022-11-30,8,96.96
1348,2022-11-30,1,140.88
1349,2022-11-30,10,21.39
1350,2022-12-05,6,301.12
1351,2022-12-05,9,299.53
1352,2022-12-05,1,499.2
1353,2022-12-05,3,79.01
1354,2022-12-05,6,0.0
1355,2022-12-05,1,0.0
1356,2022-12-05,1,293.13
1357,2022-12-06,1,0.0
1358,2022-12-06,1,0.0
1359,2022-12-06,2,144.4
1360,2022-12-07,1,1734.88
1361,2022-12-07,25,0.0
1362,2022-12-07,10,21.39
1363,2022-12-08,4,466.2
1364,2022-12-08,1,57.6
1365,2022-12-08,20,315.59
1366,2022-12-08,10,119.05
1367,2022-12-08,3,0.0
1368,2022-12-08,10,668.13
1369,2022-12-09,4,37.65
1370,2022-12-09,2,0.0
1371,2022-12-09,2,0.0
1372,2022-12-09,1,144.4
1373,2022-12-09,3,57.6
1374,2022-12-09,1,0.0
1375,2022-12-13,1,227.18
1376,2022-12-13,4,222.14
1377,2022-12-13,1,222.0
1378,2022-12-13,3,454.72
1379,2022-12-13,6,97.49
1380,2022-12-13,4,97.3
1381,2022-12-13,4,306.53
1382,2022-12-13,1,0.0
1383,2022-12-14,1,414.88
1384,2022-12-14,2,0.0
1385,2022-12-14,4,0.0
1386,2022-12-15,6,828.0
1387,2022-12-15,5,0.0
1388,2022-12-15,2,360.7
1389,2022-12-15,1,1311.27
1390,2022-12-15,5,773.21
1391,2022-12-16,12,89.98
1392,2022-12-16,1,57.6
1393,2022-12-19,1,0.0
1394,2022-12-20,6,0.0
1395,2022-12-20,2,0.0
1396,2022-12-20,3,0.0
1397,2022-12-20,26,131.45
1398,2022-12-20,10,137.63
1399,2022-12-20,5,0.0
1400,2022-12-20,5,236.2
1401,2022-12-21,10,0.0
1402,2022-12-21,1,0.0
1403,2022-12-22,16,0.0
1404,2022-12-22,2,0.0
1405,2022-12-22,10,107.33
1406,2022-12-22,4,0.0
1407,2022-12-22,1,0.0
1408,2022-12-22,1,0.0
1409,2022-12-22,6,0.0
1410,2022-12-22,2,0.0
1411,2022-12-22,1,226.23
1412,2022-12-23,1,4579.08
1413,2022-12-23,5,78.09
1414,2022-12-23,3,51.16
1415,2022-12-23,6,0.0
1416,2022-12-23,3,0.0
1417,2022-12-23,2,65.31
1418,2022-12-23,2,286.13
1419,2022-12-23,2,421.91
1420,2022-12-23,2,477.16
1421,2022-12-23,6,102.31
1422,2022-12-23,6,104.69
1423,2022-12-23,3,0.0
1424,2022-12-23,1,1884.35
1425,2022-12-23,10,0.0
